구분,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,납입원금_24년4분기,적립금_24년4분기,수익률_24년4분기,적립률_24년4분기,공시이율_24년4분기,납입원금_24년,적립금_24년,수익률_24년,적립률_24년,공시이율_24년,장기수익율_3년,장기수익율_5년,장기수익율_7년,장기수익율_10년,장기수수료율_3년,장기수수료율_5년,장기수수료율_7년,장기수수료율_10년
연금저축생명보험,연금저축 미래로기업복지연금보험,한화생명보험,금리연동형,2011-04-01,중단,불가능,1612,1752,2.1,0,0,1612,1752,2.1,0,0,1.59,1.5,1.16,1.08,0.3,0.42,0.57,0.85
연금저축생명보험,연금저축뉴그린필드연금보험,흥국생명보험,금리연동형,2012-04-02,중단,불가능,1418,1696,2.99,0,0,1418,1696,2.99,0,0,2.87,2.76,2.52,2.02,0.17,0.3,0.5,0.94
연금저축생명보험,인터넷연금저축보험2.2無(사업비할인)_임직원,삼성생명보험,금리연동형,2021-01-01,중단,불가능,1751,1684,1.23,0,0,1751,1684,1.23,0,0,0.34,0,0,0,1.99,0,0,0
연금저축생명보험,NH온라인연금저축보험(무배당),농협생명보험,금리연동형,2017-12-04,중단,불가능,1617,1684,1.92,0,0,1617,1684,1.92,0,0,1.69,1.27,-1.13,0,0.81,1.11,2.94,0
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2003-10-27,중단,불가능,1243,1643,3.3,0,0,1243,1643,3.3,0,0,3.37,3.05,2.96,2.89,0.37,0.38,0.4,0.43
연금저축생명보험,연금저축드림테크연금보험B3,흥국생명보험,금리연동형,2014-01-20,중단,불가능,1444,1642,3.1,0,0,1444,1642,3.1,0,0,2.6,2.26,2.05,1.34,0.47,0.53,0.68,1.38
연금저축생명보험,연금저축 무배당 KDB다이렉트연금보험,케이디비생명보험,금리연동형,2020-05-01,중단,불가능,1570,1602,1.76,0,0,1570,1602,1.76,0,0,1.23,0,0,0,1.37,0,0,0
연금저축생명보험,연금저축신세기연금보험,흥국생명보험,금리연동형,2001-02-05,중단,불가능,746,1596,7.64,0,0,746,1596,7.64,0,0,7.35,6.96,6.55,6.04,0.04,0.05,0.06,0.07
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2003-02-07,중단,불가능,1076,1592,3.67,0,0,1076,1592,3.67,0,0,3.87,3.48,1.72,2.09,0.31,0.32,0.33,0.36
연금저축생명보험,무배당 ABL인터넷연금저축보험(60세),에이비엘생명보험,금리연동형,2017-10-17,중단,불가능,1499,1559,1.85,0,0,1499,1559,1.85,0,0,1.64,1.33,-0.03,0,0.81,1.18,2.83,0
연금저축생명보험,(무)하나1Q연금저축보험,하나생명보험,금리연동형,2019-11-01,중단,가능,1527,1543,1.44,0,0,1527,1543,1.44,0,0,0.98,-0.94,0,0,1.49,3.28,0,0
연금저축생명보험,연금저축드림테크연금보험B2,흥국생명보험,금리연동형,2013-10-01,중단,불가능,1321,1532,3.19,0,0,1321,1532,3.19,0,0,2.76,2.39,2.17,1.63,0.42,0.46,0.56,1.12
연금저축생명보험,(연금저축)노후사랑연금보험(확정연금형),케이디비생명보험,금리연동형,2001-02-05,중단,불가능,759,1493,7.12,0,0,759,1493,7.12,0,0,6.79,6.34,5.98,5.5,0.49,0.47,0.46,0.46
연금저축생명보험,연금저축뉴그린필드연금보험,흥국생명보험,금리연동형,2012-10-15,중단,불가능,1286,1481,2.9,0,0,1286,1481,2.9,0,0,2.7,2.42,2.07,1.59,0.21,0.32,0.59,1.07
연금저축생명보험,연금저축골드연금보험1.5(사업비할인)_50인이상,삼성생명보험,금리연동형,2014-04-01,중단,불가능,1336,1468,2.48,0,0,1336,1468,2.48,0,0,2.6,2.23,1.98,0.98,0.62,0.71,0.86,1.74
연금저축생명보험,연금저축드림테크연금보험1604,흥국생명보험,금리연동형,2016-04-01,중단,불가능,1344,1397,1.94,0,0,1344,1397,1.94,0,0,1.61,1.23,0.76,0,0.75,0.97,1.42,0
연금저축생명보험,신한연금저축보험Premium(무배당),신한라이프생명보험,금리연동형,2022-05-23,중단,불가능,1513,1317,-1.83,155.87,2.4,1513,1317,-1.83,155.87,2.4,0,0,0,0,0,0,0,0
연금저축생명보험,한화생명 연금저축 스마트하이드림연금보험,한화생명보험,금리연동형,2023-04-01,중단,불가능,1363,1299,-4.27,0,0,1363,1299,-4.27,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축수호천사더블파워연금(5년납_7년납),동양생명보험,금리연동형,2019-04-01,중단,불가능,1119,1285,1.76,0,0,1119,1285,1.76,0,0,1.03,-3.16,0,0,1.66,5.49,0,0
연금저축생명보험,연금저축 SAVE 연금보험 무배당2101,미래에셋생명보험,금리연동형,2021-01-01,중단,불가능,1494,1279,0.33,0,0,1494,1279,0.33,0,0,-0.86,0,0,0,2.72,0,0,0
연금저축생명보험,VIP참연금저축보험Ⅲ,신한라이프생명보험,금리연동형,2020-04-06,중단,불가능,1483,1270,0.73,0,0,1483,1270,0.73,0,0,-0.21,-8.15,0,0,2.28,9.09,0,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2023-01-01,중단,불가능,1304,1270,-0.93,0,0,1304,1270,-0.93,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2008-04-24,중단,불가능,981,1235,3.1,0,0,981,1235,3.1,0,0,3.79,3.22,3.02,2.79,0.37,0.4,0.44,0.55
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2012-07-02,중단,불가능,1038,1176,2.81,0,0,1038,1176,2.81,0,0,2.73,2.47,2.29,1.95,0.52,0.59,0.69,0.96
연금저축생명보험,연금저축골드연금보험1.6(사업비할인)_50인이상,삼성생명보험,금리연동형,2015-01-02,중단,불가능,1056,1139,2.32,0,0,1056,1139,2.32,0,0,2.33,1.97,1.7,-1.56,0.68,0.81,1.01,3.6
연금저축생명보험,한화생명 b연금저축보험 무배당,한화생명보험,금리연동형,2020-01-01,중단,불가능,1153,1134,0.87,0,0,1153,1134,0.87,0,0,0.34,-6.36,0,0,1.89,6.16,0,0
연금저축생명보험,현대라이프 연금보험 연금저축(법인),푸본현대생명보험,금리연동형,2015-10-01,중단,불가능,1059,1122,1.98,0,0,1059,1122,1.98,0,0,1.83,1.62,1.36,0,1.07,1.27,1.65,0
연금저축생명보험,현대라이프 연금보험 연금저축(법인),푸본현대생명보험,금리연동형,2016-04-01,중단,불가능,1058,1110,1.78,0,0,1058,1110,1.78,0,0,1.58,1.43,1.1,0,1.04,1.31,1.82,0
연금저축생명보험,한화생명 e연금저축보험 무배당,한화생명보험,금리연동형,2023-04-01,중단,불가능,1099,1066,-3.52,0,0,1099,1066,-3.52,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,(연금저축)뉴-노후사랑연금보험(종신연금형),케이디비생명보험,금리연동형,2001-05-02,중단,불가능,256,1031,10.79,0,0,256,1031,10.79,0,0,10.41,9.14,7.96,6.8,1.09,0.98,0.88,0.8
연금저축생명보험,연금저축SAVE연금보험 무배당1612,미래에셋생명보험,금리연동형,2016-12-01,중단,불가능,1386,916,1.02,0,0,1386,916,1.02,0,0,0.85,0.54,-0.01,0,0.69,1,1.61,0
연금저축생명보험,한화생명 연금저축스마트하이드림연금보험,한화생명보험,금리연동형,2023-01-01,중단,불가능,949,903,-2.86,0,0,949,903,-2.86,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,(연금저축)뉴-노후사랑연금보험(종신연금형),케이디비생명보험,금리연동형,2002-01-02,중단,불가능,316,748,6.22,0,0,316,748,6.22,0,0,5.98,5.6,5.32,4.9,0.7,0.67,0.66,0.63
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2002-01-02,중단,불가능,479,747,3.99,0,0,479,747,3.99,0,0,4.91,4.19,3.93,3.73,0.29,0.31,0.33,0.36
연금저축생명보험,연금저축골드연금보험1.9(사업비할인)_50인이상,삼성생명보험,금리연동형,2016-01-02,중단,불가능,690,737,2.4,0,0,690,737,2.4,0,0,2.4,2.02,1.64,0,0.59,0.75,1.03,0
연금저축생명보험,무)ABL인터넷연금저축보험,에이비엘생명보험,금리연동형,2019-04-01,중단,불가능,713,729,1.6,0,0,713,729,1.6,0,0,1.25,0.11,0,0,1.16,2.37,0,0
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2009-05-19,중단,불가능,595,728,3.04,0,0,595,728,3.04,0,0,3.96,3.33,3.09,2.78,0.37,0.4,0.45,0.57
연금저축생명보험,연금저축나이스플랜연금보험2301,에이비엘생명보험,금리연동형,2023-01-01,중단,불가능,743,705,-4.11,0,0,743,705,-4.11,0,0,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축골드연금보험1.4無(사업비할인)_50인이상,삼성생명보험,금리연동형,2016-04-01,중단,불가능,608,658,2.27,0,0,608,658,2.27,0,0,2.06,1.77,1.53,0,0.6,0.75,1.06,0
연금저축생명보험,무배당 IBK 더드림 세액공제 연금저축보험_2309,아이비케이연금보험 ,금리연동형,2023-09-07,중단,불가능,620,627,1.69,130.68,2.73,620,627,1.69,130.68,2.73,0,0,0,0,0,0,0,0
연금저축생명보험,무)ABL인터넷연금저축보험,에이비엘생명보험,금리연동형,2021-01-01,중단,불가능,624,622,0.87,0,0,624,622,0.87,0,0,-0.47,0,0,0,2.88,0,0,0
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2009-09-01,중단,불가능,428,507,3.03,0,0,428,507,3.03,0,0,4.06,3.33,3.01,2.68,0.43,0.46,0.53,0.68
연금저축생명보험,인터넷연금저축보험1.9無(사업비할인)_50인이상,삼성생명보험,금리연동형,2019-01-01,중단,불가능,475,488,1.94,0,0,475,488,1.94,0,0,1.59,0.88,0,0,0.95,1.51,0,0
연금저축생명보험,연금저축골드연금보험2.0(사업비할인)_50인이상,삼성생명보험,금리연동형,2016-04-01,중단,불가능,409,424,2,0,0,409,424,2,0,0,1.95,1.6,1.09,0,0.84,1.01,1.42,0
연금저축생명보험,연금저축 골드연금보험(확정이율형_일괄50),삼성생명보험,금리확정형,2001-02-20,중단,불가능,232,365,7.82,0,0,232,365,7.82,0,0,7.48,7.18,6.88,6.54,0.29,0.3,0.32,0.34
연금저축생명보험,연금저축골드연금보험1.7(사업비할인)_50인이상,삼성생명보험,금리연동형,2015-04-01,중단,불가능,350,365,2.18,0,0,350,365,2.18,0,0,2.22,1.9,1.64,0,0.67,0.78,0.99,0
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2010-01-01,중단,불가능,269,328,3.11,0,0,269,328,3.11,0,0,3,2.68,2.53,2.33,0.49,0.53,0.58,0.7
연금저축생명보험,무)ABL인터넷연금저축보험,에이비엘생명보험,금리연동형,2023-01-01,중단,불가능,273,265,-2.24,124.12,2.45,273,265,-2.24,124.12,2.45,0,0,0,0,0,0,0,0
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2013-03-08,중단,불가능,191,215,2.86,0,0,191,215,2.86,0,0,2.64,2.44,2.29,1.95,0.47,0.54,0.63,0.93
연금저축생명보험,연금저축골드연금보험2.1(사업비할인)_50인이상,삼성생명보험,금리연동형,2017-01-01,중단,불가능,175,179,2.01,0,0,175,179,2.01,0,0,1.96,1.59,0.87,0,0.79,0.97,1.59,0
연금저축생명보험,연금저축골드연금보험1.8(사업비할인)_50인이상,삼성생명보험,금리연동형,2015-09-01,중단,불가능,155,156,2.08,0,0,155,156,2.08,0,0,2.06,1.74,1.42,0,0.74,0.86,1.12,0
연금저축생명보험,연금저축 골드연금보험(공시이율형_일괄50),삼성생명보험,금리연동형,2001-03-16,중단,불가능,143,145,2.65,0,0,143,145,2.65,0,0,4.43,3.46,3.06,2.75,0.16,0.19,0.22,0.25
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활(1106.8)/(1111.9),삼성화재해상보험,금리연동형,2011-06-01,중단,불가능,1653182,1832374,2.73,0,0,1653182,1832374,2.73,0,0,2.44,2.03,1.74,1.34,0.2,0.49,0.71,1.09
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활(1004.6),삼성화재해상보험,금리연동형,2010-04-01,중단,불가능,1342590,1553976,2.85,0,0,1342590,1553976,2.85,0,0,2.59,2.19,1.94,1.64,0.15,0.28,0.51,0.82
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활(1204.10),삼성화재해상보험,금리연동형,2012-04-01,중단,불가능,1290121,1385944,2.58,0,0,1290121,1385944,2.58,0,0,2.3,1.95,1.6,1.01,0.35,0.57,0.83,1.36
연금저축손해보험,연금저축손해보험 하이라이프노후웰스보험(Hi1004),현대해상화재보험,금리연동형,2010-04-01,중단,불가능,707922,798048,2.87,0,0,707922,798048,2.87,0,0,2.27,2.06,1.89,1.63,0.22,0.39,0.64,1
연금저축손해보험,연금저축손해보험 하이라이프노후웰스보험(Hi1106),현대해상화재보험,금리연동형,2011-06-01,중단,불가능,687777,761921,2.82,0,0,687777,761921,2.82,0,0,2.02,1.93,1.78,1.56,0.25,0.53,0.75,1.13
연금저축손해보험,연금저축손해보험 소득공제단체보험Ⅴ,삼성화재해상보험,금리연동형,2003-10-01,중단,불가능,619996,719649,1.61,0,0,619996,719649,1.61,0,0,1.51,1.45,1.54,1.74,0.33,0.36,0.38,0.42
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활(0911.5),삼성화재해상보험,금리연동형,2009-11-18,중단,불가능,572342,686936,2.95,0,0,572342,686936,2.95,0,0,2.68,2.26,2.06,1.83,0.15,0.16,0.38,0.66
연금저축손해보험,연금저축손해보험 아름다운은퇴생활보험(0904.3),삼성화재해상보험,금리연동형,2009-04-01,중단,불가능,463052,572325,3.14,0,0,463052,572325,3.14,0,0,2.68,2.35,2.17,2,0.15,0.15,0.32,0.59
연금저축손해보험,연금저축손해보험 노후웰스보험(Hi1204),현대해상화재보험,금리연동형,2012-04-01,중단,불가능,442960,473147,2.6,0,0,442960,473147,2.6,0,0,2.75,2.33,2.02,1.65,0.48,0.72,0.92,1.37
연금저축손해보험,연금저축손해보험 스마트연금보험1106,DB손해보험,금리연동형,2011-06-01,중단,불가능,379624,446270,3.18,0,0,379624,446270,3.18,0,0,3.01,2.56,2.25,1.99,0.22,0.51,0.73,1.1
연금저축손해보험,연금저축손해보험 아름다운은퇴생활보험(0804.2),삼성화재해상보험,금리연동형,2008-04-01,중단,불가능,317717,407253,3.37,0,0,317717,407253,3.37,0,0,2.83,2.45,2.33,2.17,0.16,0.16,0.25,0.52
연금저축손해보험,연금저축손해보험 소득공제단체보험(0604.7),삼성화재해상보험,금리연동형,2006-04-03,중단,불가능,320130,364002,1.59,0,0,320130,364002,1.59,0,0,1.47,1.4,1.47,1.62,0.36,0.39,0.42,0.49
연금저축손해보험,연금저축손해보험 소득공제단체보험(0505.6),삼성화재해상보험,금리연동형,2005-05-01,중단,불가능,308885,355408,1.59,0,0,308885,355408,1.59,0,0,1.48,1.42,1.51,1.7,0.34,0.37,0.4,0.44
연금저축손해보험,연금저축손해보험 소득공제단체보험,삼성화재해상보험,금리연동형,2001-02-05,중단,불가능,250317,344592,4.86,0,0,250317,344592,4.86,0,0,4.68,4.53,4.43,4.28,0.31,0.34,0.35,0.37
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활Ⅱ(1304.2)(1307.3)(1401.4),삼성화재해상보험,금리연동형,2013-04-01,중단,불가능,313035,342133,2.84,0,0,313035,342133,2.84,0,0,2.44,1.93,1.64,1.05,0.42,0.56,0.73,1.25
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 소득공제단체(1004.5),삼성화재해상보험,금리연동형,2010-04-01,중단,불가능,303694,337665,2.37,0,0,303694,337665,2.37,0,0,2.09,1.75,1.7,1.58,0.4,0.46,0.52,0.67
연금저축손해보험,연금저축손해보험 소득공제단체보험Ⅳ,삼성화재해상보험,금리연동형,2003-01-01,중단,불가능,260192,311667,1.91,0,0,260192,311667,1.91,0,0,1.84,1.78,1.81,1.97,0.31,0.34,0.36,0.38
연금저축손해보험,연금저축손해보험 (유)LIG멀티플러스연금보험(L12.04),KB손해보험,금리연동형,2012-04-01,중단,불가능,269211,302088,2.93,0,0,269211,302088,2.93,0,0,2.68,2.38,2.07,1.67,0.3,0.53,0.78,1.28
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활(1104.7),삼성화재해상보험,금리연동형,2011-04-01,중단,불가능,261103,295062,2.75,0,0,261103,295062,2.75,0,0,2.51,2.09,1.83,1.49,0.17,0.38,0.6,0.94
연금저축손해보험,연금저축손해보험 소득공제단체보험Ⅲ,삼성화재해상보험,금리연동형,2001-10-01,중단,불가능,231756,282484,1.95,0,0,231756,282484,1.95,0,0,1.9,1.86,1.9,2.07,0.29,0.31,0.32,0.35
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 소득공제단체(1204.8),삼성화재해상보험,금리연동형,2012-04-01,중단,불가능,246248,271066,2.32,0,0,246248,271066,2.32,0,0,2.15,1.95,1.75,1.37,0.43,0.51,0.63,0.91
연금저축손해보험,연금저축손해보험 (유)LIG멀티플러스연금보험,KB손해보험,금리연동형,2011-11-01,중단,불가능,226361,257121,2.97,0,0,226361,257121,2.97,0,0,2.74,2.37,2.12,1.83,0.19,0.5,0.72,1.1
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 소득공제단체(1106.7),삼성화재해상보험,금리연동형,2011-06-01,중단,불가능,226505,252076,2.35,0,0,226505,252076,2.35,0,0,2.08,1.88,1.75,1.52,0.42,0.51,0.59,0.78
연금저축손해보험,(유)LIG멀티플러스연금보험(L10.10),KB손해보험,금리연동형,2010-10-15,중단,불가능,201251,232783,3.03,0,0,201251,232783,3.03,0,0,2.8,2.45,2.25,1.98,0.17,0.31,0.52,0.84
연금저축손해보험,연금저축손해보험 하이라이프노후웰스보험(Hi0910),현대해상화재보험,금리연동형,2009-10-01,중단,불가능,204867,232080,2.88,0,0,204867,232080,2.88,0,0,2.03,1.91,1.67,1.47,0.18,0.25,0.5,0.83
연금저축손해보험,연금저축손해보험 삼성명품 연금보험(1104),삼성화재해상보험,금리연동형,2011-04-01,중단,불가능,196550,230843,2.89,0,0,196550,230843,2.89,0,0,2.64,2.3,2.08,1.8,0.16,0.35,0.5,0.76
연금저축손해보험,연금저축손해보험 미래로(路)연금보험1008,DB손해보험,금리연동형,2010-10-01,중단,불가능,187609,223087,2.98,0,0,187609,223087,2.98,0,0,2.87,2.6,2.3,2,0.21,0.38,0.63,0.98
연금저축손해보험,연금저축손해보험 삼성명품 연금보험(1004),삼성화재해상보험,금리연동형,2010-04-01,중단,불가능,176973,213583,2.96,0,0,176973,213583,2.96,0,0,2.69,2.35,2.16,1.95,0.16,0.26,0.41,0.64
연금저축손해보험,연금저축손해보험 신소득공제단체보험(0804.2),삼성화재해상보험,금리연동형,2008-04-01,중단,불가능,179113,207234,2.62,0,0,179113,207234,2.62,0,0,2.36,1.89,1.84,1.84,0.35,0.39,0.42,0.52
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활(0910.4),삼성화재해상보험,금리연동형,2009-10-01,중단,불가능,168715,205064,3.03,0,0,168715,205064,3.03,0,0,2.73,2.32,2.12,1.88,0.15,0.15,0.35,0.63
연금저축손해보험,연금저축손해보험 노후보장설계보험(0604.7),삼성화재해상보험,금리연동형,2006-04-03,중단,불가능,156516,200632,2.14,0,0,156516,200632,2.14,0,0,2.02,1.96,2.03,2.02,0.16,0.19,0.2,0.37
연금저축손해보험,연금저축손해보험 하이라이프노후웰스보험(Hi1104),현대해상화재보험,금리연동형,2011-04-01,중단,불가능,174048,192099,2.81,0,0,174048,192099,2.81,0,0,2.64,2.32,2.1,1.81,0.3,0.49,0.7,1.04
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활Ⅱ(1501.6),삼성화재해상보험,금리연동형,2015-01-01,중단,불가능,186598,189415,1.8,0,0,186598,189415,1.8,0,0,1.58,1.12,0.73,-4.56,0.76,1.01,1.37,5.13
연금저축손해보험,연금저축손해보험 (유)LIG멀티플러스연금보험,KB손해보험,금리연동형,2011-06-01,중단,불가능,161202,183675,2.94,0,0,161202,183675,2.94,0,0,2.73,2.37,2.13,1.86,0.19,0.44,0.66,1.02
연금저축손해보험,(유)LIG플래티넘연금보험,KB손해보험,금리연동형,2009-11-16,중단,불가능,156755,183296,3.04,0,0,156755,183296,3.04,0,0,2.81,2.46,2.23,1.94,0.19,0.21,0.46,0.78
연금저축손해보험,연금저축손해보험 아름다운은퇴생활보험(0710.1),삼성화재해상보험,금리연동형,2007-10-15,중단,불가능,133256,179854,3.59,0,0,133256,179854,3.59,0,0,3.02,2.61,2.53,2.38,0.15,0.16,0.17,0.42
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 아름다운생활Ⅱ(1404.5),삼성화재해상보험,금리연동형,2014-04-01,중단,불가능,161357,172647,2.57,0,0,161357,172647,2.57,0,0,2.25,1.74,1.44,0.31,0.54,0.68,0.89,1.84
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 소득공제단체Ⅱ(1304.2)(1307.3)/직장인단체(1401.1),삼성화재해상보험,금리연동형,2013-04-01,중단,불가능,159580,172003,2.42,0,0,159580,172003,2.42,0,0,2.18,1.7,1.43,0.86,0.5,0.61,0.76,1.21
연금저축손해보험,연금저축손해보험 스마트연금보험1204,DB손해보험,금리연동형,2012-04-02,중단,불가능,147361,169923,3.12,0,0,147361,169923,3.12,0,0,2.86,2.5,2.18,1.85,0.3,0.52,0.75,1.23
연금저축손해보험,연금저축손해보험 노후웰스보험(Hi1501),현대해상화재보험,금리연동형,2015-01-02,중단,불가능,159000,162098,1.69,0,0,159000,162098,1.69,0,0,1.39,1.1,0.83,-3.78,0.94,1.1,1.41,4.93
연금저축손해보험,연금저축LIG행복연금보험,KB손해보험,금리연동형,2009-04-01,중단,불가능,129349,152024,3.04,0,0,129349,152024,3.04,0,0,2.77,2.42,2.22,1.93,0.21,0.22,0.43,0.77
연금저축손해보험,연금저축손해보험 노후웰스플러스보험(Hi0610),현대해상화재보험,금리연동형,2006-10-02,중단,불가능,125030,151605,2.35,0,0,125030,151605,2.35,0,0,3.24,2.77,2.58,2.33,0.15,0.16,0.17,0.39
연금저축손해보험,연금저축손해보험 신소득공제단체보험(0711.1),삼성화재해상보험,금리연동형,2007-11-19,중단,불가능,128300,148544,2.6,0,0,128300,148544,2.6,0,0,2.33,1.84,1.78,1.81,0.37,0.41,0.44,0.53
연금저축손해보험,연금저축손해보험 노후웰스플러스보험(Hi0804),현대해상화재보험,금리연동형,2008-04-01,중단,불가능,122953,146017,2.85,0,0,122953,146017,2.85,0,0,3.62,2.99,2.64,2.23,0.17,0.17,0.26,0.6
연금저축손해보험,(유)LIG플래티넘연금보험,KB손해보험,금리연동형,2010-04-01,중단,불가능,118942,137788,3.02,0,0,118942,137788,3.02,0,0,2.79,2.43,2.19,1.89,0.18,0.27,0.52,0.87
연금저축손해보험,연금저축손해보험 스마트연금보험1210,DB손해보험,금리연동형,2012-10-02,중단,불가능,121091,137235,3.02,0,0,121091,137235,3.02,0,0,2.71,2.38,2.03,1.69,0.4,0.6,0.86,1.41
연금저축손해보험,연금저축손해보험 미래로보험0804,DB손해보험,금리연동형,2008-04-01,중단,불가능,103133,136050,3.64,0,0,103133,136050,3.64,0,0,3.45,3.29,3.06,2.61,0.21,0.23,0.34,0.71
연금저축손해보험,연금저축 LIG 행복연금보험(L8.04),KB손해보험,금리연동형,2008-04-01,중단,불가능,108359,130645,3.14,0,0,108359,130645,3.14,0,0,2.85,2.49,2.36,2.14,0.21,0.22,0.31,0.65
연금저축손해보험,연금저축손해보험 미래로(路)보험0911,DB손해보험,금리연동형,2009-11-10,중단,불가능,104764,129058,3.1,0,0,104764,129058,3.1,0,0,2.99,2.86,2.53,2.19,0.21,0.19,0.46,0.8
연금저축손해보험,연금저축손해보험 골드연금보험1106,한화손해보험,금리연동형,2011-06-01,중단,불가능,112984,126381,2.95,0,0,112984,126381,2.95,0,0,2.86,2.12,1.76,1.37,0.21,0.51,0.73,1.11
연금저축손해보험,연금저축손해보험삼성화재연금보험아름다운생활Ⅱ(1704.10),삼성화재해상보험,금리연동형,2017-04-01,중단,불가능,121956,121528,0.91,0,0,121956,121528,0.91,0,0,0.57,0.12,-1.19,0,1.09,1.58,2.89,0
연금저축손해보험,연금저축손해보험 미래로(路)연금보험1004,DB손해보험,금리연동형,2010-04-01,중단,불가능,96982,117327,3.04,0,0,96982,117327,3.04,0,0,2.95,2.76,2.42,2.07,0.2,0.26,0.53,0.89
연금저축손해보험,연금저축손해보험 삼성명품 연금보험(0804),삼성화재해상보험,금리연동형,2008-04-01,중단,불가능,82315,113538,3.61,0,0,82315,113538,3.61,0,0,3.06,2.66,2.64,2.55,0.18,0.18,0.23,0.43
연금저축손해보험,연금저축손해보험 노후웰스보험(Hi1307)(Hi1401),현대해상화재보험,금리연동형,2013-07-01,중단,불가능,99835,108938,2.79,0,0,99835,108938,2.79,0,0,1.77,1.65,1.56,1.13,0.5,0.63,0.79,1.32
연금저축손해보험,연금저축손해보험 스마트연금보험1501,DB손해보험,금리연동형,2015-01-01,중단,불가능,102754,108837,2.18,0,0,102754,108837,2.18,0,0,1.91,1.49,1.22,-1.54,0.85,1,1.3,4.71
연금저축손해보험,연금저축손해보험 노후웰스플러스보험(Hi0710),현대해상화재보험,금리연동형,2007-10-01,중단,불가능,80220,101745,3.03,0,0,80220,101745,3.03,0,0,3.99,3.22,2.91,2.48,0.17,0.18,0.19,0.51
연금저축손해보험,연금저축손해보험 노후보장설계보험(0704.8),삼성화재해상보험,금리연동형,2007-04-02,중단,불가능,78972,99617,2.12,0,0,78972,99617,2.12,0,0,1.98,1.93,1.98,1.92,0.17,0.2,0.21,0.43
연금저축손해보험,연금저축손해보험 노후보장설계보험Ⅴ,삼성화재해상보험,금리연동형,2003-10-01,중단,불가능,69367,99334,2.39,0,0,69367,99334,2.39,0,0,2.23,2.2,2.26,2.42,0.17,0.16,0.18,0.2
연금저축손해보험,연금저축손해보험 소득공제단체보험Ⅱ,삼성화재해상보험,금리연동형,2001-05-01,중단,불가능,69172,98307,5.17,0,0,69172,98307,5.17,0,0,5.03,4.95,4.82,4.64,0.23,0.24,0.25,0.28
연금저축손해보험,연금저축손해보험 삼성화재 연금보험 소득공제단체(0910.4),삼성화재해상보험,금리연동형,2009-10-01,중단,불가능,87173,97932,2.42,0,0,87173,97932,2.42,0,0,2.14,1.69,1.69,1.63,0.38,0.43,0.49,0.61
연금저축손해보험,연금저축손해보험 소득공제단체보험(0704.8),삼성화재해상보험,금리연동형,2007-04-02,중단,불가능,80847,91934,1.64,0,0,80847,91934,1.64,0,0,1.52,1.5,1.56,1.69,0.31,0.34,0.37,0.44
연금저축손해보험,연금저축손해보험 삼성명품 연금보험(1204),삼성화재해상보험,금리연동형,2012-04-01,중단,불가능,79277,90594,2.81,0,0,79277,90594,2.81,0,0,2.58,2.27,2.01,1.61,0.24,0.4,0.57,0.9
연금저축손해보험,연금저축손해보험 노후웰스보험(Hi1801)(Hi1901),현대해상화재보험,금리연동형,2018-01-02,중단,불가능,94055,90221,0.44,0,0,94055,90221,0.44,0,0,-0.03,-0.7,-6.09,0,0.75,1.62,5.96,0
연금저축손해보험,연금저축손해보험 신소득공제단체보험(0904.3),삼성화재해상보험,금리연동형,2009-04-01,중단,불가능,77125,88649,2.62,0,0,77125,88649,2.62,0,0,2.37,1.9,1.87,1.85,0.34,0.37,0.42,0.52
